"s","o"
"http://yago-knowledge.org/resource/wordnet_world_record_100063559","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-actor-noun-2","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-run-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-achieve-verb-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-accomplishment-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-scope-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-carry_through-verb-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-bring_about-verb-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-justification-noun-3","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/pb/pbdata/accomplish.01","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/pb/pbdata/achieve.01","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/pb/pbdata/fulfill.01","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-average-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-base_on_balls-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-face_saver-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-begin-verb-9","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-come_to-verb-3","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-compass-verb-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
"https://w3id.org/framester/wn/wn30/instances/synset-haymaking-noun-1","https://w3id.org/spice/SON/SchwartzValues#Achievement"
